Source File,X (um),Y (um),Z (um)
C2-1hrCLTPBIP_001_d1.tif_d1_localizations.csv,10.0271145,2.4519885,0.535886
C2-1hrCLTPBIP_001_d1.tif_d1_localizations.csv,9.615346,2.577029,0.525876
C2-1hrCLTPBIP_001_d1.tif_d1_localizations.csv,8.9849435,1.2139205,0.5564975
C2-1hrCLTPBIP_001_d1.tif_d1_localizations.csv,4.9836605,2.2301045,0.5784805
C2-1hrCLTPBIP_001_d1.tif_d1_localizations.csv,5.454241,2.8889705,0.6115785
C2-1hrCLTPBIP_001_d1.tif_d1_localizations.csv,5.5538665,2.436733,0.6205615
C2-1hrCLTPBIP_001_d1.tif_d1_localizations.csv,4.203745,3.185117,0.6374745
C2-1hrCLTPBIP_001_d1.tif_d1_localizations.csv,0.7745205,1.991743,0.8293935
C2-1hrCLTPBIP_001_d2.tif_d1_localizations.csv,53.7147,1.289925,0.4753645
C2-1hrCLTPBIP_001_d2.tif_d1_localizations.csv,15.391454,0.480909,0.5095155
C2-1hrCLTPBIP_001_d2.tif_d1_localizations.csv,21.071752,0.6594835,0.5239715
C2-1hrCLTPBIP_001_d2.tif_d1_localizations.csv,8.451105,1.2481885,0.550368
C2-1hrCLTPBIP_001_d2.tif_d1_localizations.csv,13.447876,1.25151,0.511888
C2-1hrCLTPBIP_001_d2.tif_d1_localizations.csv,16.4489715,1.3245115,0.5024305
C2-1hrCLTPBIP_001_d2.tif_d1_localizations.csv,22.1434785,1.30325,0.5101135
C2-1hrCLTPBIP_001_d2.tif_d1_localizations.csv,28.326961,1.7215575,0.5172895
C2-1hrCLTPBIP_001_d2.tif_d1_localizations.csv,30.493281,1.701466,0.5205785
C2-1hrCLTPBIP_001_d2.tif_d1_localizations.csv,20.0261555,1.7483765,0.552435
C2-1hrCLTPBIP_001_d2.tif_d1_localizations.csv,40.474785,1.730911,0.516789
C2-1hrCLTPBIP_001_d2.tif_d1_localizations.csv,27.39633,2.0536295,0.5170815
C2-1hrCLTPBIP_001_d2.tif_d1_localizations.csv,23.5146275,2.2107475,0.5295095
C2-1hrCLTPBIP_001_d2.tif_d1_localizations.csv,20.209553,2.278185,0.527007
C2-1hrCLTPBIP_001_d2.tif_d1_localizations.csv,46.322588,2.3254335,0.545259
C2-1hrCLTPBIP_001_d2.tif_d1_localizations.csv,12.432004,2.5311455,0.539942
C2-1hrCLTPBIP_001_d2.tif_d1_localizations.csv,1.5095665,2.6394745,0.5150145
C2-1hrCLTPBIP_001_d2.tif_d1_localizations.csv,15.717195,2.7325935,0.543881
C2-1hrCLTPBIP_001_d2.tif_d1_localizations.csv,24.4853765,3.0927,0.5094635
C2-1hrCLTPBIP_001_d2.tif_d1_localizations.csv,8.195967,3.4268585,0.529308
C2-1hrCLTPBIP_001_d2.tif_d1_localizations.csv,10.2409255,0.1593865,0.575692
C2-1hrCLTPBIP_001_d2.tif_d1_localizations.csv,17.4916755,0.166764,0.5804435
C2-1hrCLTPBIP_001_d2.tif_d1_localizations.csv,9.4224715,0.5962125,0.6162845
C2-1hrCLTPBIP_001_d2.tif_d1_localizations.csv,20.4668425,0.721344,0.564213
C2-1hrCLTPBIP_001_d2.tif_d1_localizations.csv,16.5536345,0.7734675,0.576199
C2-1hrCLTPBIP_001_d2.tif_d1_localizations.csv,10.6815605,1.026272,0.5863
C2-1hrCLTPBIP_001_d2.tif_d1_localizations.csv,4.087603,1.106612,0.583024
C2-1hrCLTPBIP_001_d2.tif_d1_localizations.csv,11.862032,1.320488,0.565552
C2-1hrCLTPBIP_001_d2.tif_d1_localizations.csv,12.8597235,1.4661725,0.5820685
C2-1hrCLTPBIP_001_d2.tif_d1_localizations.csv,23.5410045,1.512498,0.615056
C2-1hrCLTPBIP_001_d2.tif_d1_localizations.csv,39.433251,1.5154555,0.563355
C2-1hrCLTPBIP_001_d2.tif_d1_localizations.csv,18.906316,1.5383745,0.604955
C2-1hrCLTPBIP_001_d2.tif_d1_localizations.csv,26.1943565,1.688037,0.60905
C2-1hrCLTPBIP_001_d2.tif_d1_localizations.csv,11.050247,1.783808,0.614224
C2-1hrCLTPBIP_001_d2.tif_d1_localizations.csv,21.427406,1.740063,0.607724
C2-1hrCLTPBIP_001_d2.tif_d1_localizations.csv,23.782902,1.884493,0.574665
C2-1hrCLTPBIP_001_d2.tif_d1_localizations.csv,49.942711,2.0286435,0.6103825
C2-1hrCLTPBIP_001_d2.tif_d1_localizations.csv,33.460609,2.1542755,0.607555
C2-1hrCLTPBIP_001_d2.tif_d1_localizations.csv,28.686476,2.272998,0.5635695
C2-1hrCLTPBIP_001_d2.tif_d1_localizations.csv,6.2128625,2.5475385,0.5749055
C2-1hrCLTPBIP_001_d2.tif_d1_localizations.csv,18.9149415,2.5077585,0.6092775
C2-1hrCLTPBIP_001_d2.tif_d1_localizations.csv,40.305239,2.5111385,0.60775
C2-1hrCLTPBIP_001_d2.tif_d1_localizations.csv,6.531772,3.668379,0.587925
C2-1hrCLTPBIP_001_d2.tif_d1_localizations.csv,7.7820015,0.65065,0.63076
C2-1hrCLTPBIP_001_d2.tif_d1_localizations.csv,6.4035595,0.823017,0.6748885
C2-1hrCLTPBIP_001_d2.tif_d1_localizations.csv,0.537212,0.9717045,0.6525285
C2-1hrCLTPBIP_001_d2.tif_d1_localizations.csv,20.8066755,0.9634105,0.6492265
C2-1hrCLTPBIP_001_d2.tif_d1_localizations.csv,1.431157,1.37397,0.6490575
C2-1hrCLTPBIP_001_d2.tif_d1_localizations.csv,17.485858,1.592435,0.662558
C2-1hrCLTPBIP_001_d2.tif_d1_localizations.csv,9.0326925,1.610167,0.6685445
C2-1hrCLTPBIP_001_d2.tif_d1_localizations.csv,25.6774895,1.6511755,0.6627855
C2-1hrCLTPBIP_001_d2.tif_d1_localizations.csv,15.8743975,1.88591,0.6526
