Source File,X (um),Y (um),Z (um)
C1-MS2Cy5-PP7Cy3-DIV14-Bic60min3_w1CY5-100_s1_d1.tif_d1_localizations,0.88116675,0.64391425,1.409282
C1-MS2Cy5-PP7Cy3-DIV14-Bic60min3_w1CY5-100_s1_d1.tif_d1_localizations,2.86037075,4.53767175,0.7971985
C1-MS2Cy5-PP7Cy3-DIV14-Bic60min3_w1CY5-100_s1_d1.tif_d1_localizations,4.95870625,5.0812455,1.0636695
C1-MS2Cy5-PP7Cy3-DIV14-Bic60min3_w1CY5-100_s1_d1.tif_d1_localizations,6.33145975,2.31250775,0.9528155
C1-MS2Cy5-PP7Cy3-DIV14-Bic60min3_w1CY5-100_s1_d1.tif_d1_localizations,6.29996225,4.260268,0.98671025
C1-MS2Cy5-PP7Cy3-DIV14-Bic60min3_w1CY5-100_s1_d1.tif_d1_localizations,8.502261,2.01019625,0.61497525
C1-MS2Cy5-PP7Cy3-DIV14-Bic60min3_w1CY5-100_s1_d1.tif_d1_localizations,10.1448395,1.190627,0.7966825
C1-MS2Cy5-PP7Cy3-DIV14-Bic60min3_w1CY5-100_s1_d1.tif_d1_localizations,10.125296,1.17692075,1.073968
C1-MS2Cy5-PP7Cy3-DIV14-Bic60min3_w1CY5-100_s1_d1.tif_d1_localizations,14.28422375,3.1156725,1.404251
C1-MS2Cy5-PP7Cy3-DIV14-Bic60min3_w1CY5-100_s1_d1.tif_d1_localizations,17.80727825,5.6851375,0.96454375
C1-MS2Cy5-PP7Cy3-DIV14-Bic60min3_w1CY5-100_s1_d1.tif_d1_localizations,19.04531275,5.17602825,1.013166
C1-MS2Cy5-PP7Cy3-DIV14-Bic60min3_w1CY5-100_s1_d1.tif_d1_localizations,19.0542245,5.1481965,1.176308
C1-MS2Cy5-PP7Cy3-DIV14-Bic60min3_w1CY5-100_s1_d1.tif_d1_localizations,20.8754895,2.8854935,1.061326
C1-MS2Cy5-PP7Cy3-DIV14-Bic60min3_w1CY5-100_s1_d1.tif_d1_localizations,29.05723925,3.24603775,0.91251375
C1-MS2Cy5-PP7Cy3-DIV14-Bic60min3_w1CY5-100_s1_d1.tif_d1_localizations,29.584387,2.56597125,1.31662775
C1-MS2Cy5-PP7Cy3-DIV14-Bic60min3_w1CY5-100_s1_d1.tif_d1_localizations,32.47558875,2.72307175,1.21129925
C1-MS2Cy5-PP7Cy3-DIV14-Bic60min3_w1CY5-100_s1_d1.tif_d1_localizations,32.644138,3.21297075,0.93031575
C1-MS2Cy5-PP7Cy3-DIV14-Bic60min3_w1CY5-100_s1_d1.tif_d1_localizations,36.15421725,2.812888,1.04013775
C1-MS2Cy5-PP7Cy3-DIV14-Bic60min3_w1CY5-100_s1_d1.tif_d1_localizations,54.14840575,2.402109,1.14228425
C1-MS2Cy5-PP7Cy3-DIV14-Bic60min3_w1CY5-100_s1_d1.tif_d1_localizations,56.57173525,2.3806305,1.072979
C1-MS2Cy5-PP7Cy3-DIV14-Bic60min3_w1CY5-100_s1_d1.tif_d1_localizations,56.740779,3.26622625,1.10799175
C1-MS2Cy5-PP7Cy3-DIV14-Bic60min3_w1CY5-100_s1_d1.tif_d1_localizations,74.417219,2.89496425,1.117441
C1-MS2Cy5-PP7Cy3-DIV14-Bic60min3_w1CY5-100_s1_d2.tif_d1_localizations,2.95434725,5.64629775,1.0341715
C1-MS2Cy5-PP7Cy3-DIV14-Bic60min3_w1CY5-100_s1_d2.tif_d1_localizations,4.77649375,2.974482,1.1743515
C1-MS2Cy5-PP7Cy3-DIV14-Bic60min3_w1CY5-100_s1_d2.tif_d1_localizations,9.0555205,3.22034525,1.04596425
C1-MS2Cy5-PP7Cy3-DIV14-Bic60min3_w1CY5-100_s1_d2.tif_d1_localizations,12.033808,3.10501925,1.07150625
C1-MS2Cy5-PP7Cy3-DIV14-Bic60min5_w2CY3-100_s1_d1.tif_d1_localizations,3.88617875,3.15515725,0.5127105
C1-MS2Cy5-PP7Cy3-DIV14-Bic60min5_w2CY3-100_s1_d1.tif_d1_localizations,4.9045585,3.49952275,0.24934625
C1-MS2Cy5-PP7Cy3-DIV14-Bic60min5_w2CY3-100_s1_d1.tif_d1_localizations,5.0782355,2.894803,0.61321225
C1-MS2Cy5-PP7Cy3-DIV14-Bic60min5_w2CY3-100_s1_d1.tif_d1_localizations,5.58749525,4.028713,0.237919
C1-MS2Cy5-PP7Cy3-DIV14-Bic60min5_w2CY3-100_s1_d1.tif_d1_localizations,5.911769,2.5103615,0.64918175
C1-MS2Cy5-PP7Cy3-DIV14-Bic60min5_w2CY3-100_s1_d1.tif_d1_localizations,7.005775,3.37149025,0.34433325
C1-MS2Cy5-PP7Cy3-DIV14-Bic60min5_w2CY3-100_s1_d1.tif_d1_localizations,8.053255,4.6993625,0.16104575
C1-MS2Cy5-PP7Cy3-DIV14-Bic60min5_w2CY3-100_s1_d1.tif_d1_localizations,13.4302975,1.80274275,0.53228625
C1-MS2Cy5-PP7Cy3-DIV14-Bic60min5_w2CY3-100_s1_d1.tif_d1_localizations,13.96778675,1.32972125,0.35196575
C1-MS2Cy5-PP7Cy3-DIV14-Bic60min5_w2CY3-100_s1_d1.tif_d1_localizations,20.51836375,2.68148,0.26312775
C1-MS2Cy5-PP7Cy3-DIV14-Bic60min5_w2CY3-100_s1_d1.tif_d1_localizations,26.756148,3.8063815,0.2426705
C1-MS2Cy5-PP7Cy3-DIV14-Bic60min5_w2CY3-100_s1_d1.tif_d1_localizations,68.7737055,2.99216575,0.3640165
C1-MS2Cy5-PP7Cy3-DIV14-Bic60min5_w2CY3-100_s1_d2.tif_d1_localizations,1.0782465,0.83629625,0.312352
C1-MS2Cy5-PP7Cy3-DIV14-Bic60min5_w2CY3-100_s1_d2.tif_d1_localizations,0.44518975,0.4993805,0.717541
C1-MS2Cy5-PP7Cy3-DIV14-Bic60min5_w2CY3-100_s1_d2.tif_d1_localizations,2.021215,1.35762825,0.4531555
C1-MS2Cy5-PP7Cy3-DIV14-TTX+B_w2CY3-100_s1_d1.tif_d1_localizations,0.6581365,1.70392875,0.499359
C1-MS2Cy5-PP7Cy3-DIV14-TTX+B_w2CY3-100_s1_d1.tif_d1_localizations,0.60673,2.09284225,1.09425325
C1-MS2Cy5-PP7Cy3-DIV14-TTX+B_w2CY3-100_s1_d1.tif_d1_localizations,1.4046165,2.57568925,0.328821
C1-MS2Cy5-PP7Cy3-DIV14-TTX+B_w2CY3-100_s1_d1.tif_d1_localizations,0.337851,4.09350325,0.120314
C1-MS2Cy5-PP7Cy3-DIV14-TTX+B_w2CY3-100_s1_d1.tif_d1_localizations,2.2210575,2.833657,0.30567625
C1-MS2Cy5-PP7Cy3-DIV14-TTX+B_w2CY3-100_s1_d1.tif_d1_localizations,0.36712325,4.23430675,0.9967185
C1-MS2Cy5-PP7Cy3-DIV14-TTX+B_w2CY3-100_s1_d1.tif_d1_localizations,2.090703,3.626706,0.61910325
C1-MS2Cy5-PP7Cy3-DIV14-TTX+B_w2CY3-100_s1_d1.tif_d1_localizations,0.27566225,4.734214,0.3493535
C1-MS2Cy5-PP7Cy3-DIV14-TTX+B_w2CY3-100_s1_d1.tif_d1_localizations,3.06057875,2.75196775,0.3699935
C1-MS2Cy5-PP7Cy3-DIV14-TTX+B_w2CY3-100_s1_d1.tif_d1_localizations,3.22759075,4.60571925,0.4646795
C1-MS2Cy5-PP7Cy3-DIV14-TTX+B_w2CY3-100_s1_d1.tif_d1_localizations,16.253441,4.0649405,0.39051525
C1-MS2Cy5-PP7Cy3-DIV14-TTX+B_w2CY3-100_s1_d1.tif_d1_localizations,23.30871975,3.634059,0.46206725
C1-MS2Cy5-PP7Cy3-DIV14-TTX+B_w2CY3-100_s1_d1.tif_d1_localizations,27.20649775,2.838387,0.769915
C1-MS2Cy5-PP7Cy3-DIV14-TTX+B_w2CY3-100_s1_d1.tif_d1_localizations,38.76225325,3.88688825,0.5592795
C1-MS2Cy5-PP7Cy3-DIV14-TTX+B_w2CY3-100_s1_d1.tif_d1_localizations,40.303556,3.17205625,0.36456475
C1-MS2Cy5-PP7Cy3-DIV14-TTX+B_w2CY3-100_s1_d1.tif_d1_localizations,86.538532,3.1452995,0.44837175
C1-MS2Cy5-PP7Cy3-DIV14-TTX+B_w2CY3-100_s1_d2.tif_d1_localizations,0.323403,1.78653175,0.827019
C1-MS2Cy5-PP7Cy3-DIV14-TTX+B_w2CY3-100_s1_d2.tif_d1_localizations,1.00305025,1.09120025,0.25972
C1-MS2Cy5-PP7Cy3-DIV14-TTX+B_w2CY3-100_s1_d2.tif_d1_localizations,0.3125455,0.90438675,1.0748925
C1-MS2Cy5-PP7Cy3-DIV14-TTX+B_w2CY3-100_s1_d2.tif_d1_localizations,6.781186,3.17697975,0.7554025
C1-MS2Cy5-PP7Cy3-DIV14-TTX+B_w2CY3-100_s1_d2.tif_d1_localizations,7.4146835,3.2998415,0.42904325
C1-MS2Cy5-PP7Cy3-DIV14-TTX+B_w2CY3-100_s1_d2.tif_d1_localizations,10.06243,3.375887,0.3375715
C1-MS2Cy5-PP7Cy3-DIV14-TTX+B_w2CY3-100_s1_d2.tif_d1_localizations,13.162859,3.489364,0.590648
C1-MS2Cy5-PP7Cy3-DIV14-TTX+B_w2CY3-100_s1_d2.tif_d1_localizations,13.93394575,3.0455395,0.43725625
C1-MS2Cy5-PP7Cy3-DIV14-TTX+B_w2CY3-100_s1_d2.tif_d1_localizations,15.2973145,2.660668,0.55397975
C1-MS2Cy5-PP7Cy3-DIV14-TTX+B_w2CY3-100_s1_d2.tif_d1_localizations,18.66768675,2.99257425,0.3670265
C1-MS2Cy5-PP7Cy3-DIV14-TTX+B_w2CY3-100_s1_d2.tif_d1_localizations,23.2512395,3.3994725,0.74881275
C1-MS2Cy5-PP7Cy3-DIV14-TTX+B_w2CY3-100_s1_d2.tif_d1_localizations,40.4083255,3.24502725,0.384893
C1-MS2Cy5-PP7Cy3-DIV14-TTX+B_w2CY3-100_s1_d2.tif_d1_localizations,41.18712,2.2704215,0.52671775
C1-MS2Cy5-PP7Cy3-DIV14-TTX+B_w2CY3-100_s1_d2.tif_d1_localizations,41.9284185,2.57687175,0.5774255
C1-MS2Cy5-PP7Cy3-DIV14-TTX+B_w2CY3-100_s1_d2.tif_d1_localizations,43.72694725,2.05102475,0.289433
C1-MS2Cy5-PP7Cy3-DIV14-TTX+B_w2CY3-100_s1_d2.tif_d1_localizations,72.446185,2.67839475,0.46937725
C1-MS2Cy5-PP7Cy3-DIV14-TTX+B_w2CY3-100_s1_d2.tif_d1_localizations,73.19925475,2.60082275,0.44620025
C1-MS2Cy5-PP7Cy3-DIV14-TTX+B_w2CY3-100_s1_d2.tif_d1_localizations,89.513186,2.969838,0.565235
C1-MS2Cy5-PP7Cy3-DIV14-TTX+B2_w2CY3-100_s1_d1.tif_d1_localizations,0.32655275,2.3304495,0.43185975
C1-MS2Cy5-PP7Cy3-DIV14-TTX+B2_w2CY3-100_s1_d1.tif_d1_localizations,0.28974475,1.94008475,1.12549275
C1-MS2Cy5-PP7Cy3-DIV14-TTX+B2_w2CY3-100_s1_d1.tif_d1_localizations,1.65785425,2.06276375,0.7787085
C1-MS2Cy5-PP7Cy3-DIV14-TTX+B2_w2CY3-100_s1_d1.tif_d1_localizations,2.0267405,1.52648925,0.68818275
C1-MS2Cy5-PP7Cy3-DIV14-TTX+B2_w2CY3-100_s1_d1.tif_d1_localizations,2.0285465,1.513815,0.982507
C1-MS2Cy5-PP7Cy3-DIV14-TTX+B2_w2CY3-100_s1_d1.tif_d1_localizations,2.13392875,0.895991,0.79374775
C1-MS2Cy5-PP7Cy3-DIV14-TTX+B2_w2CY3-100_s1_d1.tif_d1_localizations,2.73251025,1.10186425,0.3550295
C1-MS2Cy5-PP7Cy3-DIV14-TTX+B2_w2CY3-100_s1_d1.tif_d1_localizations,1.27407925,4.60219325,0.2848105
C1-MS2Cy5-PP7Cy3-DIV14-TTX+B2_w2CY3-100_s1_d1.tif_d1_localizations,0.45168275,5.18183325,0.22270775
C1-MS2Cy5-PP7Cy3-DIV14-TTX+B2_w2CY3-100_s1_d1.tif_d1_localizations,2.0024455,4.4849,0.56857825
C1-MS2Cy5-PP7Cy3-DIV14-TTX+B2_w2CY3-100_s1_d1.tif_d1_localizations,1.99561925,4.51387125,1.04390025
C1-MS2Cy5-PP7Cy3-DIV14-TTX+B2_w2CY3-100_s1_d1.tif_d1_localizations,1.8213725,5.10333675,0.53185625
C1-MS2Cy5-PP7Cy3-DIV14-TTX+B2_w2CY3-100_s1_d1.tif_d1_localizations,2.38904775,5.00411425,0.4173795
C1-MS2Cy5-PP7Cy3-DIV14-TTX+B2_w2CY3-100_s1_d1.tif_d1_localizations,3.850349,1.27551975,0.42491525
C1-MS2Cy5-PP7Cy3-DIV14-TTX+B2_w2CY3-100_s1_d1.tif_d1_localizations,3.43403375,3.867119,0.36009275
C1-MS2Cy5-PP7Cy3-DIV14-TTX+B2_w2CY3-100_s1_d1.tif_d1_localizations,3.80673625,3.01377325,0.41218725
C1-MS2Cy5-PP7Cy3-DIV14-TTX+B2_w2CY3-100_s1_d1.tif_d1_localizations,3.99284025,2.3193985,0.49264025
C1-MS2Cy5-PP7Cy3-DIV14-TTX+B2_w2CY3-100_s1_d1.tif_d1_localizations,3.94031575,4.241004,0.3646615
C1-MS2Cy5-PP7Cy3-DIV14-TTX+B2_w2CY3-100_s1_d1.tif_d1_localizations,4.58791725,2.938233,0.6579645
C1-MS2Cy5-PP7Cy3-DIV14-TTX+B2_w2CY3-100_s1_d1.tif_d1_localizations,4.57955375,2.97238575,0.9114495
C1-MS2Cy5-PP7Cy3-DIV14-TTX+B2_w2CY3-100_s1_d1.tif_d1_localizations,4.636948,3.67169475,0.534877
