"ensembl_gene_id","external_gene_name","entrezgene_id","gene_biotype","chromosome_name","start_position","end_position","percentage_gene_gc_content","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","cntrl no infection","exp - actin","scramble - cntrl","scramble - cntrl.1","exp - actin.1","ref transcriptome","ref transcriptome.1"
"ENSMUSG00000000001","Gnai3",14679,"protein_coding","3",108014596,108053462,41.65,1738.41177451925,-0.413516889681561,0.642232359994012,-0.643874266449944,0.519656970113742,0.999892628267901,1365.76731156217,1760.881247463,2179.72218338238,2668.05236952418,1514.39768857228,1302.67854963745,1377.3830714933
"ENSMUSG00000000028","Cdc45",12544,"protein_coding","16",18599197,18630737,46.23,88.1781040052168,3.01048425314788,3.12385708664398,0.963707419913407,0.335192633266656,0.999892628267901,0,401.04281042698,79.2274907080476,26.4163600942988,106.603563998877,3.95650280831421,0
"ENSMUSG00000000056","Narf",67608,"protein_coding","11",121128079,121146682,46.96,781.496383939422,0.915232008985146,0.820770757795909,1.11508847055285,0.264812511663387,0.999892628267901,471.527269543135,964.693314997672,1046.38259069287,810.708982204342,1209.21885830099,467.856457083156,500.08721475379
"ENSMUSG00000000058","Cav2",12390,"protein_coding","6",17281184,17289114,39.77,3476.14095671466,-1.5947516148075,0.50717904952771,-3.14435625109624,0.00166452666819706,0.398276583047494,5293.77641599419,4282.56429705953,2824.17018706858,3829.46130470456,1510.21715665076,3148.38710971603,3444.41022580896
"ENSMUSG00000000078","Klf6",23849,"protein_coding","13",5911481,5920393,43.44,1178.90565059587,0.368815504383651,1.02184321465245,0.360931598013394,0.718150581720139,0.999892628267901,790.379409961071,367.341733920511,1789.38186330859,1983.95973397872,1791.35792837329,312.563721856823,1217.35516277208
"ENSMUSG00000000085","Scmh1",29871,"protein_coding","4",120262478,120387383,39.89,471.704924371418,0.428823997394618,0.943286756818809,0.454606188727601,0.649392581645342,0.999892628267901,492.299395954727,213.159308903416,623.19184764257,368.007223382645,579.003671131156,396.6394065335,629.633617051914
"ENSMUSG00000000088","Cox5a",12858,"protein_coding","9",57428557,57439709,42.75,3753.00988842278,0.620291282088878,0.54189749947816,1.14466533373232,0.252347816912246,0.999892628267901,2817.73894773244,3911.85245548838,3671.51786208026,3052.45595434466,4511.83907630542,5574.71245691472,2730.95246609355
"ENSMUSG00000000127","Fer",14158,"protein_coding","17",64170057,64446491,40.27,315.736665836347,-2.44987691163075,1.43706035157559,-1.70478359447096,0.088234792314304,0.999892628267901,433.09883568169,89.3078527421425,97.5850800184489,469.118118915996,82.5655054501107,881.311000551991,157.170267494048
"ENSMUSG00000000131","Xpo6",74204,"protein_coding","7",125700887,125799673,43.53,675.651974843788,-0.301145921363094,0.934486544993541,-0.322258167307455,0.747257121668401,0.999892628267901,849.579970234107,909.086538761998,857.975753033491,677.716272764079,619.763857366021,207.716397436496,607.72503431032
"ENSMUSG00000000134","Tfe3",209446,"protein_coding","X",7628799,7641441,51.75,630.885832835601,-0.410576102291909,0.835128554895239,-0.491632216244136,0.622979364502233,0.999892628267901,727.024424405715,482.767920955167,756.525917370747,720.528994296219,544.514282778578,331.357110196315,853.482179846468
"ENSMUSG00000000149","Gna12",14673,"protein_coding","5",140744163,140816186,47.49,1478.63221980126,0.179865230910781,1.00340030711797,0.179255706456181,0.857736924584579,0.999892628267901,1067.68729755582,219.056997292048,1863.77840946127,1528.50524959425,1470.50210339628,1601.39451166518,2599.50096964399
"ENSMUSG00000000167","Pih1d2",72614,"protein_coding","9",50528621,50536300,43.52,134.116072829501,0.173229587358366,2.28741676284599,0.0757315370649091,0.939632685082699,0.999892628267901,0,273.82124661506,62.8022792197938,163.052705409637,91.9717022735411,37.586776678985,309.577799609489
"ENSMUSG00000000168","Dlat",235339,"protein_coding","9",50545933,50571080,44.1,1757.01957419927,0.344644792839219,0.568063414225242,0.606701266458544,0.544049181559849,0.999892628267901,2130.18156350875,1188.80547376569,1720.78245062235,1519.39615990656,2317.05981750501,1762.62200110398,1660.28955298258
"ENSMUSG00000000171","Sdhd",66925,"protein_coding","9",50507657,50515112,45.09,2908.77474528011,0.325624413657303,0.470985909596288,0.69136763334686,0.489334538852504,0.999892628267901,2702.4536461481,2989.28548612379,3345.9121990484,2631.61601077342,3342.33527125891,2738.88906905551,2610.93153455264
