"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0003735","GO:0003735","structural constituent of ribosome",152,-0.782854491719813,-2.4866930719489,1e-10,3.81e-08,3.19473684210526e-08,986,"tags=60%, list=13%, signal=53%","19896/24030/20104/67681/216767/319195/66229/19943/66483/66480/68052/67186/66845/68028/94066/121022/67308/19988/20005/57808/20103/64660/619547/268449/27207/66292/67941/54127/67427/11837/68436/68193/75398/76846/66416/114641/22121/16898/269261/19946/20088/20116/66481/67281/26451/107733/67025/68565/27050/27370/19921/22187/20055/68836/54217/14109/100043813/67248/68611/66475/20115/78294/20090/19942/267019/64659/66489/67115/20042/94064/20085/19981/20084/75617/19899/19951/16785/20054/20068/67671/27176/19935/57294/76808/66448/56040/20044/67945/22186/270106/19941"
"GO:0005198","GO:0005198","structural molecule activity",319,-0.617650041115596,-2.08386942407634,1e-10,3.81e-08,3.19473684210526e-08,1197,"tags=42%, list=15%, signal=37%","15081/68463/58859/67840/23997/56282/16905/94063/78303/26961/13138/58187/13007/59042/19896/24030/20104/67681/216767/319195/66229/19943/68051/66483/66480/17904/68052/67186/66845/68028/94066/121022/67308/19988/50791/20005/57808/20103/29817/22145/15078/64660/619547/268449/17196/27207/66292/67941/54127/67427/56378/11837/68436/12386/20648/68193/69386/75398/76846/66416/114641/22146/22121/16898/269261/19946/20088/20116/66481/67281/26451/107733/12955/67025/68565/27050/27370/19921/22187/20055/68836/54217/14109/100043813/67248/14958/116847/68611/66475/20115/51788/78294/20090/19942/227699/319161/267019/64659/66489/67115/20042/227613/94064/20085/19981/20084/75617/19899/22352/19951/16785/20692/20054/20068/67671/27176/19935/14580/22142/57294/76808/66448/56040/20044/233335/67945/22186/73710/22143/270106/77605/50708/19941"
"GO:0016773","GO:0016773","phosphotransferase activity, alcohol group as acceptor",290,0.37494938170085,1.56793129680516,1.27052929421287e-05,0.0032271444073007,0.00270600449679724,1588,"tags=31%, list=20%, signal=26%","69131/18213/13838/20817/56077/18481/12575/269774/13175/18479/109880/227333/18751/26413/20620/70974/228012/110279/18749/216965/216134/213452/16589/214897/18754/330177/320127/67468/217480/71340/18759/15259/13841/27373/56717/20779/22367/224020/108083/75320/26420/58231/26416/20874/16452/16886/16798/26395/233789/270627/16451/110197/70762/26398/18706/57740/665113/13839/18186/13840/18187/56274/105787/211347/22245/21969/70568/70425/74035/328329/12995/56527/19878/18647/218699/13549/17096/227541/217124/20111/11836/11302/55984/18642/12168/216616/15275/57261/29869/93687"
"GO:0140030","GO:0140030","modification-dependent protein binding",103,0.506643806955357,1.86803007688905,2.08953934484158e-05,0.00398057245192321,0.00333776416399695,1567,"tags=36%, list=20%, signal=29%","116848/239510/14479/72103/12648/360216/16468/67772/66505/11735/26356/56085/214162/22589/83946/15510/15925/224170/75339/270627/71382/71777/69188/338523/214899/74022/217365/26992/12412/228880/109676/17096/15185/140858/68423/68652/57261"
"GO:0016684","GO:0016684","oxidoreductase activity, acting on peroxide as acceptor",24,-0.785063544398204,-1.9382016231374,4.570076965257e-05,0.00558119421109137,0.00467990728848247,828,"tags=54%, list=11%, signal=49%","21672/11758/14870/54683/57320/69590/76263/14775/66447/18477/56615/625249/93684"
"GO:0004601","GO:0004601","peroxidase activity",22,-0.790550838324761,-1.89985129746397,5.12708129627816e-05,0.00558119421109137,0.00467990728848247,828,"tags=59%, list=11%, signal=53%","21672/11758/14870/54683/57320/69590/76263/14775/66447/18477/56615/625249/93684"
"GO:0019901","GO:0019901","protein kinase binding",432,0.325363245273857,1.45053430612942,3.98711573138159e-05,0.00558119421109137,0.00467990728848247,1447,"tags=25%, list=19%, signal=21%","69131/229841/13838/110829/12575/16410/17756/14811/18479/108071/17918/109880/18751/26413/20620/19088/11789/74006/171580/208727/216965/19272/108989/78757/103967/67300/18754/21375/12505/14025/22042/56717/20779/22367/12928/20616/329251/219181/12298/72993/11519/18767/17762/19085/26420/26416/19252/238276/432442/16452/245684/16798/19261/18124/20404/11931/26395/97541/76499/29819/20964/19736/20384/212307/14799/15251/108686/17931/12297/51897/18186/15519/105352/21665/12455/66482/17258/384783/19211/224938/19255/13498/18484/19401/80837/18806/12444/50797/70568/17966/109676/68082/22628/74370/27062/110862/12402/72949/13385/56216/14800/19242/66259/79221/12558/12390/12569"
"GO:0042393","GO:0042393","histone binding",138,0.452360353794448,1.7535650033401,7.09488699299203e-05,0.00600700432073325,0.00503695485935223,1177,"tags=32%, list=15%, signal=28%","116848/52808/18751/17354/14479/72103/208727/110052/12648/16468/67772/66505/66471/22367/26356/50927/214162/22589/83946/56086/16452/233726/75725/75339/270627/21951/243272/17975/107932/71777/69188/20846/67155/338523/67628/233532/214899/74022/58230/216848/26992/12412/68911/228880"
"GO:0004672","GO:0004672","protein kinase activity",244,0.375831728734674,1.55191620870954,8.04307864927928e-05,0.00612882593075081,0.00513910393696055,1588,"tags=31%, list=20%, signal=26%","69131/18213/13838/20817/18481/12575/269774/13175/18479/109880/18751/26413/20620/228012/110279/18749/216965/213452/16589/214897/18754/330177/67468/71340/18759/15259/13841/27373/56717/20779/22367/26420/58231/26416/20874/16452/16886/16798/26395/233789/270627/16451/70762/26398/18706/57740/665113/13839/18186/13840/18187/56274/105787/21969/70568/70425/328329/12995/56527/19878/18647/218699/13549/17096/227541/217124/20111/11836/11302/55984/12168/216616/15275/57261/29869/93687"
"GO:1990837","GO:1990837","sequence-specific double-stranded DNA binding",454,0.316592856916339,1.42223486358397,9.07067279004102e-05,0.0062835024236466,0.00526880228091378,1338,"tags=25%, list=17%, signal=22%","71834/17932/18616/26466/381067/20185/17260/238673/18028/116848/74670/268903/26429/237336/19291/30928/94246/14281/170938/23808/17933/78834/208727/69256/65020/20020/22026/72465/18514/17685/56490/18012/100043468/93691/231866/21375/11908/14025/19726/74120/99929/56717/236511/241322/16918/384763/16601/56469/13199/71375/192651/74533/108167848/23872/16969/56722/21676/13797/20687/67255/67143/18124/68744/15273/269401/13170/270627/17128/13654/105559/72162/21413/17261/15251/20846/67155/18193/74570/17129/67778/19883/230700/16978/12455/214899/17258/16476/216848/19401/243937/226641/26992/21969/21417/74164/56220/16600/13653/13435/16363/54006/225872/22378/74370/80859/232855/18013/269254/239528/20183/13655/235682/15182"
