"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0006119","GO:0006119","oxidative phosphorylation",126,0.594414593682641,2.25354111984482,7.6183101477865e-10,3.34215266183394e-06,2.96632939333287e-06,937,"tags=41%, list=12%, signal=37%","66142/28080/12861/66576/66414/14004/78330/68375/66218/22272/12857/68073/17991/57423/68342/71679/69875/70316/66445/13063/12867/12866/67126/67264/12868/17993/68202/27369/11950/102631912/66108/11957/11949/20617/66152/54405/66594/66916/66377/67273/70556/66091/12859/68198/68194/72900/17710/66826/407785/66416/12858/12850"
"GO:0046034","GO:0046034","ATP metabolic process",103,0.586932101693087,2.15976786425759,3.57140236954642e-08,2.61129036586669e-05,2.31765216928986e-05,1967,"tags=55%, list=25%, signal=42%","28080/66401/11983/66414/68055/78330/68375/66218/68073/17991/57423/68342/71679/69875/70316/67126/67264/17993/68202/11950/102631912/66108/66437/16889/11957/11949/54405/66916/66377/67273/66091/66454/68198/68194/72900/407785/15481/66416/228033/67942/66495/83429/66052/67059/17718/66592/66043/27425/17716/68197/107197/225887/13806/230075/104130/67184/53893"
"GO:0009205","GO:0009205","purine ribonucleoside triphosphate metabolic process",119,0.571623437086668,2.13645362257529,2.23941199472272e-08,2.61129036586669e-05,2.31765216928986e-05,1967,"tags=54%, list=25%, signal=41%","28080/66401/11983/66414/68055/78330/68375/66218/19335/68073/17991/57423/68342/71679/69875/70316/67126/67264/17993/68202/171567/11950/102631912/66108/18103/66437/16889/11957/11949/54405/66916/66377/67273/66091/66454/68198/101592/68194/72900/407785/15481/66416/228033/67942/18102/66495/83429/66052/67059/17718/66592/66043/27425/17716/19384/68197/107197/225887/13806/75533/230075/104130/67184/53893"
"GO:0002181","GO:0002181","cytoplasmic translation",124,0.562318781423025,2.1176180640549,3.18777096806977e-08,2.61129036586669e-05,2.31765216928986e-05,2146,"tags=62%, list=28%, signal=46%","218693/67248/20084/20068/319195/78294/19981/68995/114641/19653/22186/67945/19899/27370/27207/56040/17973/270106/68092/68028/67115/19921/13495/19941/68052/67671/20054/20085/98221/19896/19951/68193/20044/433702/20090/20055/66480/20088/67025/16785/267019/22121/75617/76808/14109/16898/54127/19989/19988/20103/26961/27176/20005/20042/14265/20116/76846/54217/67097/67579/67186/69082/20091/19942/66475/20115/100503670/67204/19946/68436/66244/27367/19943/217869/67427/19982/226518"
"GO:0009060","GO:0009060","aerobic respiration",163,0.524089899816773,2.06307219897918,1.71895170797002e-08,2.61129036586669e-05,2.31765216928986e-05,1951,"tags=52%, list=25%, signal=39%","66142/28080/12861/66576/66414/14004/66128/78330/68375/66218/22272/12857/68073/17991/57423/68342/71679/69875/70316/66445/13063/12867/12866/67126/67264/12868/17993/68202/17449/27369/11950/102631912/66108/11957/74450/11949/20617/66152/54405/14533/66594/66916/66377/67273/70556/66091/12859/68077/68198/68194/72900/17710/66826/407785/66416/12858/12850/67834/20463/12862/15929/56428/70383/66495/14297/78920/170718/66052/17718/66592/66043/17716/66694/12359/68197/17709/107197/11666/225887/67267/230075/104130/14194/67184"
"GO:0060429","GO:0060429","epithelium development",480,-0.368879609038092,-1.6992737642214,3.39339747774378e-08,2.61129036586669e-05,2.31765216928986e-05,1479,"tags=31%, list=19%, signal=26%","67937/15213/11911/80752/16974/15184/12064/18607/67661/17125/14284/207728/50918/22339/11852/72007/17283/16952/269593/79264/26914/12151/66398/14977/223227/11848/26395/15945/14365/12977/17129/29876/20779/347740/13543/17918/218952/12305/21815/73739/56363/235505/68328/102247/243743/16779/14451/14534/19726/19055/192176/20677/80913/16195/21849/13800/207304/226519/100121/19165/69772/12608/20185/108829/22343/17126/75770/20541/19401/14815/329165/19878/15902/94246/12389/58198/12266/57764/225164/27419/18213/77929/14184/17260/14182/12192/22350/12575/15200/26433/18810/80859/224143/15488/16798/13841/114715/22421/22059/16911/11461/11600/12724/11789/14784/76499/22352/22234/53310/98711/14155/72475/21872/18795/16531/50523/15251/72333/18023/114716/76707/22589/20682/100986/16007/21937/56044/20846/19684/12558/14314/224902/245866/18141/12166/16476/67694/22695/15894/11668/21417/17698/13610/12505/14674/12702/66923"
"GO:0009206","GO:0009206","purine ribonucleoside triphosphate biosynthetic process",89,0.605888101721653,2.17592576400343,4.41309467755983e-08,2.76574947863642e-05,2.45474243793892e-05,1951,"tags=61%, list=25%, signal=46%","28080/66401/66414/68055/78330/68375/66218/68073/17991/57423/68342/71679/69875/70316/67126/67264/17993/68202/171567/11950/102631912/66108/18103/16889/11957/11949/54405/66916/66377/67273/66091/68198/68194/72900/407785/66416/228033/67942/18102/66495/66052/17718/66592/66043/27425/17716/68197/107197/225887/13806/75533/230075/104130/67184"
"GO:0009725","GO:0009725","response to hormone",353,-0.392908610182131,-1.74937593435041,7.42972241913986e-08,3.62157691697406e-05,3.21433254133314e-05,1527,"tags=31%, list=20%, signal=26%","78926/19325/20430/13839/18754/21859/16816/24068/26457/12064/230514/18607/67490/11881/97212/14284/14102/22215/107508/20750/217715/16952/66521/14228/15926/14678/18751/11848/26395/210973/14245/18806/74229/20779/16601/17918/11883/229709/19247/18673/225872/68328/74747/15370/19255/18706/21372/105787/19055/20716/56041/16969/20384/59035/20185/20661/224903/19401/19062/14815/19878/69178/268709/18212/12389/12390/75747/26416/17260/12192/77128/51810/17999/20787/12445/14732/16451/16798/17975/22421/11789/14784/94180/14629/13653/22234/17977/18984/19777/67043/18600/78656/18795/20525/16531/50523/72068/109880/110784/20846/19684/15368/224902/14158/22695/217166/54720/12702/19267/18759"
"GO:0032496","GO:0032496","response to lipopolysaccharide",97,-0.562514186805625,-2.12608985114813,9.80841379929258e-08,4.30295113374966e-05,3.8190865940614e-05,1488,"tags=39%, list=19%, signal=32%","18754/20312/26362/14284/207728/109934/11848/15945/109815/15370/54644/22083/68652/67245/12608/54196/19401/320472/26419/433693/16145/27419/26416/17260/56615/18035/18578/80859/17975/214498/22352/67154/20846/14469/14158/54624/22695/217166"
"GO:0048646","GO:0048646","anatomical structure formation involved in morphogenesis",475,-0.350183800733472,-1.61474771415895,2.61674163653367e-07,7.17477847467077e-05,6.36797849574873e-05,1581,"tags=31%, list=20%, signal=26%","22375/70300/13655/22422/13722/14368/17258/23908/15507/15223/241556/20971/13839/20312/15213/80752/16974/15184/50876/67661/232791/17125/13549/22339/11852/207352/75786/106014/16952/269593/79264/26914/13007/66229/18751/11848/26395/67453/15945/14365/237336/15247/17129/107702/29876/58223/26554/11909/230775/14248/13543/17257/13197/21815/19247/20479/235505/15239/15370/109711/18191/18706/14534/22083/192176/13713/15258/13800/19699/207304/19165/17859/320736/17126/16413/269116/19401/18007/15463/15257/14886/19878/12527/16477/109624/12389/58198/72393/12266/225164/20529/26416/17260/14182/15200/21413/20692/18810/22241/17184/16451/224143/16798/114715/17975/22421/22059/16911/11600/14784/100317/240756/214498/76499/14766/98711/72475/21872/50523/67154/15251/243912/76707/20682/19294/72068/16007/21937/56044/20846/15368/24071/245866/18141/13601/12166/16476/74838/54624/11668/20817/12450/12505/16410/14674/66923"
